iteration,average loss
0.0,0.003874705135822296
200.0,0.06960873350501061
400.0,0.039375262577086685
600.0,0.03795232325792312
800.0,0.03671866678632796
1000.0,0.035729725062847134
1200.0,0.03500240839086473
1400.0,0.03447375132702291
1600.0,0.033709646612405775
1800.0,0.03341071771457791
2000.0,0.03300987301394343
2200.0,0.03237805180251598
2400.0,0.03233245289884508
2600.0,0.03175711959600449
2800.0,0.03151524311862886
3000.0,0.03140968570485711
3200.0,0.03109632014296949
3400.0,0.03094279951415956
3600.0,0.030420215390622615
3800.0,0.030564937014132737
4000.0,0.030553752537816763
4200.0,0.030133114717900752
4400.0,0.029964795662090184
4600.0,0.029874661825597285
4800.0,0.029714184487238525
5000.0,0.029636038364842535
5200.0,0.029505624417215586
5400.0,0.02943591905757785
5600.0,0.029278271002694964
5800.0,0.029267002660781145
6000.0,0.029246699484065174
6200.0,0.02899805687367916
6400.0,0.028883305499330162
6600.0,0.028497410668060184
6800.0,0.028443030128255487
7000.0,0.028628164120018482
7200.0,0.028504366986453533
7400.0,0.028322460213676095
7600.0,0.028276101257652043
7800.0,0.028241814132779836
8000.0,0.028212206903845072
8200.0,0.02784331704489887
8400.0,0.027958846911787988
8600.0,0.02796621001325548
8800.0,0.027833822816610336
9000.0,0.027632269263267516
9200.0,0.02757542605511844
9400.0,0.027425948614254594
9600.0,0.02751186940819025
9800.0,0.02774383650161326
10000.0,0.027445761151611806
10200.0,0.027509524496272208
10400.0,0.027278772816061975
10600.0,0.0271008653473109
10800.0,0.027372125294059513
11000.0,0.027154310923069715
11200.0,0.02717355323024094
11400.0,0.027209966741502285
11600.0,0.026987037919461727
11800.0,0.026987501168623567
12000.0,0.02685321943834424
12200.0,0.026781987454742192
12400.0,0.026962703103199603
12600.0,0.026750206984579562
12800.0,0.026748149013146757
13000.0,0.02666655607521534
13200.0,0.026560905762016772
13400.0,0.026640700083225964
13600.0,0.026782140331342817
13800.0,0.026686597522348164
14000.0,0.02674232776276767
14200.0,0.026470519555732607
14400.0,0.026426518429070713
14600.0,0.02656086347065866
14800.0,0.026308462768793107
15000.0,0.02618932945653796
15200.0,0.026376627339050173
