iteration,average loss
0.0,0.00391706645488739
200.0,0.0687566064670682
400.0,0.03851423133164644
600.0,0.03578575411811471
800.0,0.033610776271671056
1000.0,0.03252661473117769
1200.0,0.03103948916308582
1400.0,0.030003467379137873
1600.0,0.029368689954280852
1800.0,0.028239630023017527
2000.0,0.02792209734208882
2200.0,0.02722015175037086
2400.0,0.027066521793603898
2600.0,0.026143130902200936
2800.0,0.025843556253239513
3000.0,0.02492377287708223
3200.0,0.024836016306653618
3400.0,0.024727413030341268
3600.0,0.02422787797637284
3800.0,0.02354960502125323
4000.0,0.023786443946883083
4200.0,0.02346130053512752
4400.0,0.02300124868750572
4600.0,0.02309428288601339
4800.0,0.022562983334064483
5000.0,0.022310354742221535
5200.0,0.022195008997805417
5400.0,0.022366714444942773
5600.0,0.021712175831198693
5800.0,0.021765675144270063
6000.0,0.021551155536435544
6200.0,0.021124295126646757
6400.0,0.021254454432055356
6600.0,0.0211734021268785
6800.0,0.021170443492010235
7000.0,0.020859636957757176
7200.0,0.020551708927378058
7400.0,0.02034405140671879
7600.0,0.02036874886136502
7800.0,0.02040443256497383
8000.0,0.019836105946451424
8200.0,0.019868412683717907
8400.0,0.019754036404192446
8600.0,0.019657382345758378
8800.0,0.01968211114872247
9000.0,0.019386070710606874
9200.0,0.019186192434281112
9400.0,0.019752641320228578
9600.0,0.0191739414492622
9800.0,0.01906007535289973
10000.0,0.018773228568024932
10200.0,0.018982756417244673
10400.0,0.018918947451747953
10600.0,0.018728943490423262
10800.0,0.01889086650684476
11000.0,0.018594437963329255
11200.0,0.018338090209290385
11400.0,0.01827208960428834
11600.0,0.018035303787328302
11800.0,0.018083507725968957
12000.0,0.018217423683963715
12200.0,0.018323347535915673
12400.0,0.017799121006391944
12600.0,0.017659940058365464
12800.0,0.018081181077286602
13000.0,0.017699511954560876
13200.0,0.01785539478994906
13400.0,0.017932659573853017
13600.0,0.01726400265470147
13800.0,0.017829244546592234
14000.0,0.017422844716347755
14200.0,0.017347796997055413
14400.0,0.017351706963963806
14600.0,0.017352259354665875
14800.0,0.017092512617819012
15000.0,0.017471144599840047
15200.0,0.01746449400205165
15400.0,0.017083679551724344
15600.0,0.01698552248533815
15800.0,0.017274521961808204
16000.0,0.01692592232953757
16200.0,0.016865021754056214
16400.0,0.016882835887372494
16600.0,0.01688258854672313
16800.0,0.01635255298111588
17000.0,0.016700515411794185
17200.0,0.01605094629339874
17400.0,0.016496480028145015
17600.0,0.0162535460293293
17800.0,0.016850797440856696
18000.0,0.016570414947345853
18200.0,0.016746888398192824
18400.0,0.015929517322219908
18600.0,0.01640391627093777
18800.0,0.016104698181152344
19000.0,0.016497767637483774
19200.0,0.016081195515580474
19400.0,0.016218475745990873
19600.0,0.015768340174108744
19800.0,0.016068888027220965
20000.0,0.01607903973199427
20200.0,0.016043409467674793
20400.0,0.01587248483207077
20600.0,0.015652241613715888
20800.0,0.015632742997258902
21000.0,0.01575717788655311
21200.0,0.01576849456410855
21400.0,0.015827700314112007
21600.0,0.01553682342171669
21800.0,0.015651215384714305
22000.0,0.015305901784449816
22200.0,0.01580030908808112
22400.0,0.015293963635340333
22600.0,0.01580279105575755
22800.0,0.015257906978949904
23000.0,0.015396675439551472
23200.0,0.014988620392978191
23400.0,0.015315079144202173
23600.0,0.015202658767811954
23800.0,0.015230947823729366
24000.0,0.015103949038311838
24200.0,0.01514333710540086
24400.0,0.01494501122739166
24600.0,0.015139697571285068
24800.0,0.015118200900033116
25000.0,0.01518154924735427
25200.0,0.014840291161090136
25400.0,0.01495226469822228
25600.0,0.014961553448811173
25800.0,0.01468331752344966
26000.0,0.01480835827998817
26200.0,0.014657163161318749
26400.0,0.014683619108982384
26600.0,0.014355435930192471
26800.0,0.0146828858461231
27000.0,0.01475169918499887
27200.0,0.014777629184536636
27400.0,0.014798660245724023
27600.0,0.014716686950996517
27800.0,0.0146242142515257
28000.0,0.014379205754958093
28200.0,0.014542117151431739
28400.0,0.0142501848237589
28600.0,0.01415857105050236
28800.0,0.01413055500946939
29000.0,0.014347244016826154
29200.0,0.014203849819023163
29400.0,0.014351849793456495
29600.0,0.014400677904486656
29800.0,0.014363463409245015
30000.0,0.01412787773879245
30200.0,0.013880612100474537
30400.0,0.014231892942916602
30600.0,0.013963932252954692
30800.0,0.013822297439910472
31000.0,0.01413589715026319
31200.0,0.014331453810445965
31400.0,0.01385076554492116
31600.0,0.014076214944943787
31800.0,0.013877945423591881
32000.0,0.013650576355867089
32200.0,0.013728524730540813
32400.0,0.013731678053736686
32600.0,0.01395200140075758
32800.0,0.013604200165718793
33000.0,0.013847259089816362
33200.0,0.013881124525796621
33400.0,0.013370232712477446
33600.0,0.013699077805504202
33800.0,0.013471792349591852
34000.0,0.013824417085852475
34200.0,0.01346872913185507
34400.0,0.013664772384800017
34600.0,0.013110685776919127
34800.0,0.013404796407558024
35000.0,0.013505086943041533
35200.0,0.013412153422832489
35400.0,0.013292061369866133
35600.0,0.01337293761316687
