iteration,average loss
0.0,0.0040829223394393925
200.0,0.07147736389189958
400.0,0.039588123597204684
600.0,0.03713096619583666
800.0,0.03535536890849471
1000.0,0.034022062215954066
1200.0,0.032439680825918915
1400.0,0.03172693783417344
1600.0,0.03122016627341509
1800.0,0.030130416648462416
2000.0,0.02995929357595742
2200.0,0.02883633106946945
2400.0,0.029113276684656738
2600.0,0.028247200334444642
2800.0,0.027855870584025978
3000.0,0.027736132526770235
3200.0,0.027201264072209595
3400.0,0.027199506647884845
3600.0,0.02681503437459469
3800.0,0.026196390986442566
4000.0,0.026432584738358855
4200.0,0.02584193415939808
4400.0,0.025786274429410696
4600.0,0.02573999379761517
4800.0,0.025209357533603906
5000.0,0.024986966773867608
5200.0,0.02494500263594091
5400.0,0.024870060142129658
5600.0,0.02446002323180437
5800.0,0.02405030687339604
6000.0,0.023914108807221054
6200.0,0.024349358743056656
6400.0,0.023892515366896988
6600.0,0.02385764494538307
6800.0,0.02381688649766147
7000.0,0.02360000096261501
7200.0,0.023133327336981892
7400.0,0.02322339209727943
7600.0,0.023437931342050432
7800.0,0.02331639526411891
8000.0,0.022878779983147978
8200.0,0.02277107262983918
8400.0,0.02284392480738461
8600.0,0.022566827703267334
8800.0,0.02264529793523252
9000.0,0.022250507976859808
9200.0,0.022540651685558258
9400.0,0.02246238260064274
9600.0,0.022058394164778294
9800.0,0.022173396083526312
10000.0,0.022258433839306237
10200.0,0.02229324521496892
10400.0,0.021824349081143737
10600.0,0.021919941096566618
10800.0,0.02170588872861117
11000.0,0.021831221422180535
11200.0,0.02140903494786471
11400.0,0.021437676297500728
11600.0,0.021393744996748863
11800.0,0.021317618959583343
12000.0,0.021093834191560745
12200.0,0.02135643913410604
12400.0,0.021199130611494185
12600.0,0.02107755097094923
12800.0,0.021205571591854096
13000.0,0.020920636956579985
13200.0,0.02063342043198645
13400.0,0.02110215739812702
13600.0,0.020678479969501496
13800.0,0.0207555634342134
14000.0,0.020956013109534977
14200.0,0.020625943951308727
14400.0,0.020632387986406684
14600.0,0.020379591286182403
14800.0,0.020512269628234207
15000.0,0.020674194018356504
15200.0,0.02012146688066423
15400.0,0.020246042092330753
15600.0,0.019866801076568665
15800.0,0.01993409880902618
16000.0,0.020269050295464695
16200.0,0.020022732927463947
16400.0,0.020074539138004183
16600.0,0.02052648568060249
16800.0,0.019710925095714628
17000.0,0.019911839407868684
17200.0,0.01985308587551117
17400.0,0.019758230918087066
17600.0,0.019415178168565035
17800.0,0.01995095269754529
18000.0,0.019288915297947823
18200.0,0.019813321460969747
18400.0,0.0194345833780244
